"xsite","zip","eviction_count","evict_pct","fully_vaccinated","vax_pct","pop_2019","white_2019","black_2019","hisp_2019","asian_2019","other_2019","renter_hh_2019","nonwhite_pct","white_pct","black_pct","hisp_pct","asian_pct","other_pct","majority_race","over_15_pop"
"DALLAS","75249",42,0.03125,4734,0.357742008614827,17649,1468,8551,6684,880,66,1344,91.6822482860219,8.31775171397813,48.4503371295824,37.8718340982492,4.98611819366536,0.373958864524902,"NO MAJORITY",13233
"FORTWORTH","76020",74,0.0311841550779604,9597,0.402761457109283,29131,25328,91,2866,104,742,2373,13.0548213243624,86.9451786756376,0.312381998558237,9.838316569977,0.357007998352271,2.54711475747485,"WHITE",23828
"FORTWORTH","76111",81,0.031129900076864,6581,0.385665729020159,22531,4815,824,16249,462,181,2602,78.6294438773246,21.3705561226754,3.65718343615463,72.1184146287337,2.05050818871777,0.803337623718432,"HISPANIC",17064
"PHOENIX","85086",94,0.0310846560846561,18242,0.527789833058473,42179,35011,896,4244,803,1225,3024,16.9942388392328,83.0057611607672,2.1242798549041,10.0618791341663,1.9037909860357,2.9042888641267,"WHITE",34563
"DALLAS","75208",150,0.0307440049190408,12858,0.537227375282026,29706,7666,1678,19675,253,434,4879,74.1937655692453,25.8062344307547,5.64869050023564,66.2324109607487,0.851679795327543,1.46098431293341,"HISPANIC",23934
"HOUSTON","77092",274,0.0305088520209331,10159,0.340016065332352,38458,7948,4242,25168,575,525,8981,79.333298663477,20.666701336523,11.0302147797597,65.442820739508,1.49513755265484,1.36512559155442,"HISPANIC",29878
"FORTWORTH","76208",80,0.0304182509505703,9464,0.495341777452109,24621,15255,962,7055,630,719,2630,38.0406969660046,61.9593030339954,3.90723366232078,28.6544007148369,2.55879127574022,2.9202713131067,"WHITE",19106
"DALLAS","75246",36,0.0299750208159867,1046,0.471596032461677,2760,966,648,1037,84,25,1201,65,35,23.4782608695652,37.5724637681159,3.04347826086957,0.905797101449275,"NO MAJORITY",2218
"FORTWORTH","76262",85,0.0296270477518299,16914,0.565988488823451,39425,30084,1314,4536,2400,1091,2869,23.6930881420419,76.3069118579581,3.33291058972733,11.5053899809765,6.08750792644261,2.76727964489537,"WHITE",29884
"HOUSTON","77075",177,0.0295986622073579,13379,0.399194390571386,44517,3411,6757,30061,3385,903,5980,92.3377586090707,7.66224139092931,15.1784711458544,67.5270121526608,7.60383673652762,2.0284385740279,"HISPANIC",33515
"DALLAS","75240",224,0.0292237442922374,8247,0.38533781889543,28534,5750,3188,17586,886,1124,7665,79.8486016681853,20.1513983318147,11.1726361533609,61.6317375762249,3.10506763860657,3.93916029999299,"HISPANIC",21402
"FORTWORTH","76226",21,0.029045643153527,15240,0.736480935582081,26761,22118,678,2475,923,567,723,17.3498748178319,82.6501251821681,2.53353761070214,9.24853331340383,3.4490489892007,2.11875490452524,"WHITE",20693
"DALLAS","75081",186,0.0288327391102155,16161,0.496711335136464,40265,18793,6202,6507,6969,1794,6451,53.3267105426549,46.6732894573451,15.4029554203402,16.1604371041848,17.3078355892214,4.45548242890848,"NO MAJORITY",32536
"DALLAS","75040",158,0.0287324968176032,23318,0.477182499079114,62417,15194,7411,30094,7711,2007,5499,75.6572728583559,24.3427271416441,11.8733678324815,48.2144287613951,12.3540061201275,3.2154701443517,"NO MAJORITY",48866
"SOUTH BEND","46530",26,0.0284153005464481,16786,0.679210164279356,31843,26782,847,842,2457,915,915,15.8936029896681,84.1063970103319,2.65992525829853,2.64422322017398,7.71598153440317,2.87347297679239,"WHITE",24714
"FORTWORTH","75287",628,0.0282234506314323,17633,0.378919093155689,55673,20608,16339,12358,3372,2996,22251,62.9838521365833,37.0161478634167,29.3481579940007,22.1974745388249,6.0567959333968,5.38142367036086,"NO MAJORITY",46535
"HOUSTON","77059",11,0.0282051282051282,10261,0.749415717207128,17254,10812,313,2637,3162,330,390,37.3362698504695,62.6637301495305,1.81407209922337,15.2834125420192,18.3261852324099,1.91259997681697,"WHITE",13692
"DALLAS","75061",298,0.0281424119369157,14532,0.355871188931064,54520,9997,4767,36858,2189,709,10589,81.6636096845194,18.3363903154806,8.74358033749083,67.6045487894351,4.01504035216434,1.3004402054292,"HISPANIC",40835
"FORTWORTH","76054",18,0.0280811232449298,5811,0.587622610981899,12280,9381,421,1319,708,451,641,23.6074918566775,76.3925081433225,3.42833876221498,10.7410423452769,5.76547231270358,3.67263843648208,"WHITE",9889
"HOUSTON","77587",58,0.0279248916706789,4854,0.393227478937135,16928,1229,157,15480,21,41,2077,92.7398393194707,7.2601606805293,0.927457466918715,91.4461247637051,0.124054820415879,0.242202268431002,"HISPANIC",12344
"SOUTH BEND","46561",16,0.0278260869565217,4954,0.476758733519392,13615,12267,266,391,153,538,575,9.90084465662872,90.0991553433713,1.95372750642674,2.87183253764231,1.12376055820786,3.95152405435182,"WHITE",10391
"FORTWORTH","76180",216,0.027681660899654,12676,0.425069581838302,37524,23221,3170,7290,1798,2045,7803,38.116938492698,61.883061507302,8.44792666027076,19.4275663575312,4.79160004263938,5.44984543225669,"WHITE",29821
"HOUSTON","77536",62,0.0274700930438635,10322,0.396755842558426,32146,18747,287,11939,514,659,2257,41.6817022335594,58.3182977664406,0.892801592733155,37.1399240963106,1.59895476886704,2.0500217756486,"WHITE",26016
"HOUSTON","77547",27,0.0273279352226721,2690,0.373766847297485,9925,808,1019,8064,0,34,988,91.8589420654912,8.14105793450882,10.2670025188917,81.2493702770781,0,0.342569269521411,"HISPANIC",7197
"FORTWORTH","76110",119,0.0271317829457364,10343,0.417629007510296,31926,9440,851,20768,421,446,4386,70.4316231284846,29.5683768715154,2.66553905907411,65.0504291173338,1.31867443463008,1.3969805174466,"HISPANIC",24766
"DALLAS","75042",147,0.026913218601245,12284,0.413143645108129,39183,7686,3874,22234,4751,638,5462,80.3843503560217,19.6156496439783,9.88694076512773,56.7439961207667,12.1251563177909,1.62825715233647,"HISPANIC",29733
"FORTWORTH","76017",146,0.0268728142830849,17297,0.44585642479701,47499,25587,9403,8082,2722,1705,5433,46.1314975052106,53.8685024947894,19.7962062359208,17.0150950546327,5.73064696098865,3.5895492536685,"WHITE",38795
"FORTWORTH","76148",41,0.0267275097783572,7701,0.400509673392969,23993,14837,923,6555,998,680,1534,38.1611303296795,61.8388696703205,3.84695536198058,27.3204684699704,4.15954653440587,2.83415996332264,"WHITE",19228
"FORTWORTH","75077",65,0.0266830870279146,17393,0.577955738685452,37102,26316,2337,4707,2559,1183,2436,29.0712090992399,70.9287909007601,6.29885181391839,12.6866476200744,6.89720230715325,3.1885073580939,"WHITE",30094
"FORTWORTH","76106",142,0.0263744427934621,9130,0.314860157947374,39900,4097,3275,32011,304,213,5384,89.7318295739348,10.2681704260652,8.20802005012531,80.2280701754386,0.761904761904762,0.533834586466165,"HISPANIC",28997
"DALLAS","75201",239,0.0260888549285013,10604,0.636456395174359,17476,11174,2609,2446,866,381,9161,36.0608834973678,63.9391165026322,14.9290455481804,13.9963378347448,4.95536736095216,2.1801327534905,"WHITE",16661
"SOUTH BEND","46552",12,0.025974025974026,2507,0.461184694628403,6907,6702,20,113,45,27,462,2.96800347473578,97.0319965252642,0.289561314608368,1.63602142753728,0.651512957868829,0.390907774721297,"WHITE",5436
"PHOENIX","85257",163,0.0259636827014973,15167,0.509626692651457,33392,23350,794,6873,887,1488,6278,30.073071394346,69.9269286056541,2.37781504551988,20.5827743172017,2.65632486823191,4.45615716339243,"WHITE",29761
"DALLAS","75051",171,0.0256141402037148,9843,0.322922476296709,40923,5673,5157,28746,960,387,6676,86.1373799574811,13.8626200425189,12.6017154167583,70.2441170002199,2.34586907118246,0.945678469320431,"HISPANIC",30481
"FORTWORTH","76258",23,0.0255555555555556,2205,0.374426897605706,7010,5151,284,1394,10,171,900,26.5192582025678,73.4807417974322,4.05135520684736,19.885877318117,0.14265335235378,2.43937232524964,"WHITE",5889
"SOUTH BEND","46637",56,0.0255474452554745,8207,0.593034178770142,16090,12312,1707,632,464,975,2192,23.480422622747,76.519577377253,10.6090739589807,3.92790553138595,2.88377874456184,6.05966438781852,"WHITE",13839
"DALLAS","75209",66,0.025531914893617,7430,0.61162331247942,14308,9758,2024,1865,225,436,2585,31.8003913894325,68.1996086105675,14.145932345541,13.034665921163,1.57254682694996,3.04724629577859,"WHITE",12148
"HOUSTON","77023",135,0.0253235790658413,9851,0.430644808743169,29138,3418,863,24354,415,88,5331,88.2696135630448,11.7303864369552,2.96176813782689,83.5815773217105,1.42425698400714,0.302011119500309,"HISPANIC",22875
"DALLAS","75218",86,0.0251094890510949,11409,0.613552030115622,22529,14496,1414,5565,247,807,3425,35.6562652581118,64.3437347418882,6.27635492032491,24.7014958497936,1.09636468551645,3.58204980247681,"WHITE",18595
"HOUSTON","77024",133,0.0250141056987023,28734,0.942685607427578,38190,25835,717,4887,5756,995,5317,32.3514008902854,67.6485991097146,1.87745483110762,12.7965435978005,15.0720083791568,2.60539408222048,"WHITE",30481
"HOUSTON","77027",165,0.0248568846037963,13572,0.835354219240475,18323,11886,1087,2763,2194,393,6638,35.1307100365661,64.8692899634339,5.93243464498172,15.079408393822,11.9740217213338,2.14484527642853,"WHITE",16247
"DALLAS","75089",40,0.0248447204968944,13653,0.474986084052324,36324,17263,7205,7419,3431,1006,1610,52.4749476929854,47.5250523070146,19.8353705539038,20.4245127188636,9.44554564475278,2.76951877546526,"NO MAJORITY",28744
"DALLAS","75060",130,0.0246258761129002,14511,0.403363446838082,47764,10490,2871,30966,2735,702,5279,78.0378527761494,21.9621472238506,6.01080311531698,64.8312536638472,5.7260698433967,1.46972615358848,"HISPANIC",35975
"FORTWORTH","76018",67,0.0245781364636831,9844,0.399577853547654,31200,6884,8275,9906,4762,1373,2726,77.9358974358974,22.0641025641026,26.5224358974359,31.75,15.2628205128205,4.40064102564103,"NO MAJORITY",24636
"HOUSTON","77450",177,0.0244441375500621,30533,0.53175778052561,73692,40656,4099,17309,9304,2324,7241,44.8298322748738,55.1701677251262,5.56234055257016,23.4883026651468,12.6255224447701,3.15366661238669,"WHITE",57419
"HOUSTON","77009",142,0.0244238046095631,16133,0.549432959847427,36147,10436,2068,22652,425,566,5814,71.1290010235981,28.8709989764019,5.72108335408194,62.6663346889092,1.17575455777796,1.565828422829,"HISPANIC",29363
"HOUSTON","77447",24,0.0243654822335025,5420,0.454012397386497,16246,8327,1333,5982,374,230,985,48.7443062907793,51.2556937092207,8.20509663917272,36.821371414502,2.30210513357134,1.41573310353318,"WHITE",11938
"FORTWORTH","76244",125,0.024187306501548,27268,0.479597579850851,77496,48872,7011,12237,6393,2983,5168,36.9360999277382,63.0639000722618,9.04691855063487,15.7904924125116,8.24945803654382,3.8492309280479,"WHITE",56856
"FORTWORTH","76039",209,0.0240922190201729,15727,0.537179355808314,36087,19461,3404,7216,4407,1599,8675,46.0719926843462,53.9280073156538,9.4327597195666,19.9961204866018,12.2121539612603,4.43095851691745,"WHITE",29277
"FORTWORTH","76115",72,0.024024024024024,5259,0.34614625156322,21319,2735,1400,16388,649,147,2997,87.1710680613537,12.8289319386463,6.56691214409681,76.8703972981847,3.04423284394202,0.689525775130166,"HISPANIC",15193
"HOUSTON","77055",209,0.0238421172712754,15570,0.448289761603133,44671,15021,2047,24816,1831,956,8766,66.3741577309664,33.6258422690336,4.58239126054935,55.5528195025856,4.09885608112646,2.14009088670502,"HISPANIC",34732
"DALLAS","75154",63,0.0237735849056604,13691,0.434345357063545,40947,17593,11354,10528,178,1294,2650,57.0347033970743,42.9652966029257,27.728527120424,25.7112853200479,0.434708281436979,3.16018267516546,"NO MAJORITY",31521
"HOUSTON","77041",68,0.0237181723055459,15298,0.546376656309154,33941,9631,3320,15420,4928,642,2867,71.6242892077428,28.3757107922572,9.78167997407266,45.4317786747591,14.5193129253705,1.89151763354056,"NO MAJORITY",27999
"HOUSTON","77012",82,0.0236652236652237,5510,0.372448289847235,19597,405,601,18405,186,0,3465,97.933357146502,2.06664285349798,3.0667959381538,93.9174363422973,0.949124866050926,0,"HISPANIC",14794
"HOUSTON","77094",15,0.0235109717868339,5734,0.732311621966794,10271,6239,345,1040,2429,218,638,39.2561581150813,60.7438418849187,3.35897186252556,10.1255963392075,23.6491091422452,2.12248077110311,"WHITE",7830
"HOUSTON","77083",189,0.0234287839345482,30318,0.485025916682665,78298,6229,22783,27695,20199,1392,8067,92.0444966665815,7.95550333341848,29.0978058187949,35.3712738511839,25.797593808271,1.77782318833176,"NO MAJORITY",62508
"PHOENIX","85250",60,0.0233644859813084,10176,0.652474993588099,17688,14784,277,1623,402,602,2568,16.4179104477612,83.5820895522388,1.56603346901854,9.17571234735414,2.27272727272727,3.40343735866124,"WHITE",15596
"DALLAS","75220",230,0.0233478834636078,11043,0.345395971475041,42009,15549,1298,24270,491,401,9851,62.9865028922374,37.0134971077626,3.08981408745745,57.7733342855102,1.16879716251279,0.954557356756885,"HISPANIC",31972
"DALLAS","75219",249,0.0232840845333832,15525,0.665224098037535,25120,15225,2135,5221,1939,600,10694,39.390923566879,60.609076433121,8.49920382165605,20.7842356687898,7.71894904458599,2.38853503184713,"WHITE",23338
"HOUSTON","77030",68,0.022719679251587,16990,1.87341492998125,11229,6159,439,1084,3065,482,2993,45.1509484370826,54.8490515629175,3.90951999287559,9.65357556327367,27.2953958500312,4.29245703090213,"WHITE",9069
"FORTWORTH","76107",164,0.0226206896551724,14678,0.562828329307105,30168,17803,3808,7424,603,530,7250,40.9871386900027,59.0128613099973,12.6226465128613,24.608857067091,1.99880668257757,1.75682842747282,"WHITE",26079
"AUSTIN","78669",11,0.0224948875255624,5066,0.491749174917492,12901,10992,83,980,702,144,489,14.7973025346872,85.2026974653128,0.64336097976901,7.59631036353771,5.44143864816681,1.1161925432137,"WHITE",10302
"FORTWORTH","76051",216,0.0221561185762642,22418,0.517533531869705,53291,34532,2095,11506,3530,1628,9749,35.2010658460153,64.7989341539847,3.93124542605693,21.5908877671652,6.62400780619617,3.05492484659699,"WHITE",43317
"FORTWORTH","76021",150,0.0221173695075199,15171,0.510636149444631,35794,23577,4041,4388,2014,1774,6782,34.1314186735207,65.8685813264793,11.2896016092082,12.2590378275689,5.62664133653685,4.95613790020674,"WHITE",29710
"FORTWORTH","76201",171,0.0219118400820092,9523,0.3498401969068,28601,16392,3444,5854,2122,789,7804,42.6873186252229,57.3126813747771,12.0415370091955,20.467815810636,7.41932100276214,2.75864480262928,"WHITE",27221
"HOUSTON","77377",48,0.0214094558429973,14246,0.486676687619568,38469,23920,2028,8111,3499,911,2242,37.8200629077959,62.1799370922041,5.27177727520861,21.0845096051366,9.09563544672334,2.36814058072734,"WHITE",29272
"FORTWORTH","76210",80,0.0213960952126237,18152,0.492564854010637,45474,30454,3651,8714,1246,1409,3739,33.0298632185425,66.9701367814575,8.02876368914105,19.1625984078814,2.74002726832916,3.09847385319083,"WHITE",36852
"DALLAS","75251",37,0.021264367816092,1724,0.656261895698515,2861,1547,546,521,230,17,1740,45.9279972037749,54.0720027962251,19.0842362810206,18.210415938483,8.03914715134568,0.594197832925551,"WHITE",2627
"DALLAS","75248",162,0.020795892169448,18019,0.576995741138045,37373,22754,3571,7272,2120,1656,7790,39.1164744601718,60.8835255398282,9.5550263559254,19.4578974125706,5.67254435019934,4.43100634147647,"WHITE",31229
"DALLAS","75229",63,0.0204878048780488,14651,0.570677365325439,32322,19008,694,11381,829,410,3075,41.1917579357713,58.8082420642287,2.14714435987872,35.2113111812388,2.56481653363034,1.26848586102345,"WHITE",25673
"FORTWORTH","76131",70,0.0201787258575959,16287,0.518067307080603,43542,20147,5556,11378,4475,1986,3469,53.7297322125764,46.2702677874236,12.7600937026319,26.1310918193928,10.2774332828074,4.56111340774425,"NO MAJORITY",31438
"PHOENIX","85268",51,0.0201501382852627,15430,0.67165803334349,25022,22838,89,1131,617,347,2531,8.72831907921029,91.2716809207897,0.355686995444009,4.52002238030533,2.46583006953881,1.38677963392215,"WHITE",22973
"PHOENIX","85258",77,0.0200939457202505,17221,0.750435767822904,25755,21847,290,1250,1684,684,3832,15.1737526693846,84.8262473306154,1.12599495243642,4.8534265191225,6.53853620656183,2.65579499126383,"WHITE",22948
"PHOENIX","85390",21,0.0200190657769304,4372,0.510270774976657,9314,8277,0,487,22,528,1049,11.1337771097273,88.8662228902727,0,5.22868799656431,0.236203564526519,5.66888554863646,"WHITE",8568
"FORTWORTH","76016",45,0.0196335078534031,14065,0.526483249110986,32026,21449,3233,4222,2260,862,2292,33.02629113845,66.97370886155,10.0949228751639,13.1830387809904,7.05676637731843,2.69156310497721,"WHITE",26715
"AUSTIN","78723",142,0.0194921070693205,15708,0.549692049272116,35725,13781,6214,13836,993,901,7285,61.4247725682295,38.5752274317705,17.3939818054584,38.7291812456263,2.77956613016095,2.5220433869839,"NO MAJORITY",28576
"AUSTIN","78725",9,0.01931330472103,4082,0.624254473161034,8469,1572,1306,5284,113,194,466,81.4381863266029,18.5618136733971,15.4209469831149,62.3922541031999,1.33427795489432,2.29070728539379,"HISPANIC",6539
"DALLAS","75204",268,0.0189359146470713,15735,0.562024502625281,30537,16919,4012,6071,2465,1070,14153,44.5950813766906,55.4049186233094,13.138160264597,19.8808003405705,8.07217473884141,3.50394603268167,"WHITE",27997
"DALLAS","75006",172,0.0187527256868731,18336,0.448334881901315,51642,17549,4497,24910,3855,831,9172,66.0179698694861,33.9820301305139,8.70802834901824,48.2359319933388,7.46485418845126,1.60915533867782,"NO MAJORITY",40898
"DALLAS","75207",32,0.0185938407902382,2509,0.328403141361257,7702,2362,2899,1897,159,385,1721,69.3326408725006,30.6673591274993,37.6395741365879,24.6299662425344,2.06439885743963,4.99870163593872,"NO MAJORITY",7640
"HOUSTON","77098",107,0.018043844856661,9922,0.792175648702595,13818,9370,322,1359,2038,729,5930,32.1898972354899,67.8101027645101,2.33029381965552,9.8349978289188,14.7488782747141,5.27572731220148,"WHITE",12525
"FORTWORTH","76102",45,0.0180433039294306,3999,0.482272069464544,9282,4805,1862,2173,227,215,2494,48.23313940961,51.76686059039,20.0603318250377,23.4109028226675,2.44559362206421,2.31631113984055,"WHITE",8292
"DALLAS","75235",106,0.0179782903663501,8831,0.565039349926419,18429,5805,3026,8390,907,301,5896,68.5007325411037,31.4992674588963,16.4197731835694,45.5260730370612,4.92159097075262,1.63329534972055,"NO MAJORITY",15629
"HOUSTON","77006",149,0.017677067267766,14123,0.679153642702573,22580,15612,1054,3471,1892,551,8429,30.859167404783,69.140832595217,4.66784765279008,15.3720106288751,8.37909654561559,2.44021257750221,"WHITE",20795
"AUSTIN","78734",25,0.0176429075511644,11189,0.702870783340662,19452,15248,325,2819,440,620,1417,21.6121735554185,78.3878264445815,1.67077935430804,14.4920830762904,2.2619782027555,3.18733292206457,"WHITE",15919
"PHOENIX","85310",19,0.0173357664233577,9024,0.55361963190184,20267,15210,487,2942,1023,605,1096,24.9518922386145,75.0481077613855,2.40292100458874,14.5162086149899,5.04761434844822,2.98514827058765,"WHITE",16300
"AUSTIN","78660",137,0.0170950836036935,45590,0.64087605606084,91300,37719,12658,30846,7436,2641,8014,58.6867469879518,41.3132530120482,13.8641840087623,33.7853231106243,8.14457831325301,2.89266155531216,"NO MAJORITY",71137
"PHOENIX","85351",45,0.0170390003786445,22166,0.779806508355321,28528,26364,600,1017,287,260,2641,7.58553000560852,92.4144699943915,2.10319685922602,3.56491867638811,1.00602916432978,0.91138530566461,"WHITE",28425
"AUSTIN","78653",21,0.016496465043205,11103,0.643577556225365,24313,5785,5322,11892,538,776,1273,76.2061448607741,23.7938551392259,21.8895241228972,48.9121046353802,2.21280796281825,3.19170813967836,"NO MAJORITY",17252
"DALLAS","75063",159,0.0163361758964348,23345,0.75219100399536,40048,8836,5369,3703,20316,1824,9733,77.9364762285258,22.0635237714742,13.4064123052337,9.24640431482221,50.7291250499401,4.55453455852976,"ASIAN",31036
"FORTWORTH","76034",6,0.016,14252,0.664274061990212,26418,23090,498,1058,1358,414,375,12.5974714210008,87.4025285789992,1.88507835566659,4.00484518131577,5.14043455219926,1.56711333181921,"WHITE",21455
"SOUTH BEND","46635",8,0.0157790927021696,3150,0.592105263157895,6363,5302,610,181,206,64,507,16.6745245953167,83.3254754046833,9.58667295300959,2.84457017130284,3.23746660380324,1.00581486720101,"WHITE",5320
"HOUSTON","77081",272,0.0152278580226178,11504,0.296540702170439,53031,4692,7806,36915,2537,1081,17862,91.1523448548962,8.84765514510381,14.7196922554732,69.6102279798608,4.78399426750391,2.03843035205823,"HISPANIC",38794
"AUSTIN","78739",5,0.0151975683890578,11674,0.762159691845662,21040,15131,544,2786,2061,518,329,28.0846007604563,71.9153992395437,2.58555133079848,13.2414448669202,9.79562737642586,2.46197718631179,"WHITE",15317
"AUSTIN","78724",36,0.0151962853524694,8196,0.445362169211542,25723,2738,5003,17388,54,540,2369,89.3558294133655,10.6441705866345,19.4495198849279,67.5970920965673,0.209928857442755,2.09928857442755,"HISPANIC",18403
"PHOENIX","85120",42,0.0144827586206897,14129,0.507470727677609,31842,25700,298,4549,259,1036,2900,19.2889893850889,80.7110106149111,0.935870862383016,14.2861629294642,0.813391118648326,3.2535644745933,"WHITE",27842
"FORTWORTH","75028",40,0.0142399430402278,23450,0.626753975678204,47804,34649,2179,5112,4333,1531,2809,27.5186176888963,72.4813823111037,4.5581959668647,10.6936658020249,9.06409505480713,3.20266086519957,"WHITE",37415
"HOUSTON","77062",28,0.0142276422764228,11718,0.567155510381879,26477,14263,2095,6174,2666,1279,1968,46.1306039203837,53.8693960796163,7.91252785436417,23.318351777014,10.0691165917589,4.83060769724667,"WHITE",20661
"HOUSTON","77053",42,0.0139118913547532,10064,0.419823126981478,31650,848,13063,17236,294,209,3019,97.3206951026856,2.67930489731438,41.2733017377567,54.4581358609795,0.928909952606635,0.660347551342812,"HISPANIC",23972
"FORTWORTH","76092",8,0.0138169257340242,16316,0.683908286875969,31424,23101,524,2012,5021,766,579,26.4861252545825,73.5138747454175,1.66751527494908,6.40274949083503,15.978233197556,2.43762729124236,"WHITE",23857
"DALLAS","75039",115,0.0135071646699554,12263,0.725277974923113,20108,5681,4162,2297,7536,432,8514,71.7475631589417,28.2524368410583,20.698229560374,11.4233141038393,37.4776208474239,2.14839864730456,"NO MAJORITY",16908
"FORTWORTH","75034",167,0.0132655492890619,22368,0.270645032487568,108525,65819,7596,14202,17561,3347,12589,39.3513015434232,60.6486984565768,6.99930891499655,13.0863856254319,16.181524994241,3.08408200875374,"WHITE",82647
"HOUSTON","77494",117,0.0131519784172662,59573,0.695272107652627,118291,54417,9161,27313,23256,4144,8896,53.9973455292457,46.0026544707543,7.74446069438926,23.0896686983794,19.6599910390478,3.50322509742922,"NO MAJORITY",85683
"HOUSTON","77046",7,0.0129151291512915,1289,1.07956448911223,1207,869,37,157,125,19,542,28.003314001657,71.996685998343,3.06545153272577,13.0074565037283,10.3562551781276,1.57415078707539,"WHITE",1194
"AUSTIN","78733",4,0.0125,4746,0.704258792105654,8927,6288,100,704,1484,351,320,29.5620029125126,70.4379970874874,1.12019715469923,7.88618796908256,16.6237257757365,3.93189201299429,"WHITE",6739
"HOUSTON","77546",45,0.0124965287420161,23062,0.560097146326655,53623,34459,3092,9744,4489,1839,3601,35.738395837607,64.261604162393,5.76618242172202,18.1713070883763,8.37140779143278,3.42949853607594,"WHITE",41175
"HOUSTON","77339",65,0.011743450767841,15274,0.478478792055636,40133,26902,1908,8687,1369,1267,5535,32.9678817930381,67.0321182069619,4.75419231056736,21.6455286173473,3.41115789998256,3.15700296514091,"WHITE",31922
"FORTWORTH","76182",22,0.0114285714285714,13034,0.515503875968992,31046,23584,1394,4028,1174,866,1925,24.0353024544225,75.9646975455775,4.49011144752947,12.9742962056304,3.78148553758938,2.78940926367326,"WHITE",25284
"DALLAS","75206",172,0.0113816834303864,20506,0.594704329920826,39010,24430,2195,8328,2957,1100,15112,37.3750320430659,62.6249679569341,5.62676236862343,21.3483722122533,7.58010766470136,2.81978979748782,"WHITE",34481
"HOUSTON","77019",61,0.0110868774990912,13970,0.714907118366511,22057,14380,1633,3467,1933,644,5502,34.8052772362515,65.1947227637485,7.40354535974974,15.7183660515936,8.76365779571111,2.91970802919708,"WHITE",19541
"AUSTIN","78721",22,0.0110775427995972,4625,0.450121654501217,12110,3169,2929,5586,163,263,1986,73.831544178365,26.168455821635,24.186622625929,46.1271676300578,1.34599504541701,2.17175887696119,"NO MAJORITY",10275
"DALLAS","75225",21,0.0109431995831162,12790,0.740933843123624,21736,19324,69,932,939,472,1919,11.0967979389032,88.9032020610968,0.317445712182554,4.28781744571218,4.32002208317998,2.17151269782849,"WHITE",17262
"DALLAS","75080",91,0.0107717803030303,21391,0.498903815654445,52531,28903,4279,12594,5557,1198,8448,44.9791551655213,55.0208448344787,8.14566636843007,23.97441510727,10.5785155432031,2.28055814661819,"WHITE",42876
"PHOENIX","85373",14,0.0106544901065449,10942,0.65423019431988,19360,16714,564,1409,411,262,1314,13.6673553719008,86.3326446280992,2.91322314049587,7.27789256198347,2.12293388429752,1.35330578512397,"WHITE",16725
"AUSTIN","78645",8,0.0106100795755968,5869,0.609702888011635,11579,9078,283,1874,73,271,754,21.5994472752397,78.4005527247603,2.44407979963727,16.1844718887641,0.630451679765092,2.34044390707315,"WHITE",9626
"AUSTIN","78744",93,0.0106091718001369,17277,0.457559787070632,50123,7822,4038,37004,708,551,8766,84.3943898010893,15.6056101989107,8.05618179278974,73.8263870877641,1.41252518803743,1.09929573249805,"HISPANIC",37759
"SOUTH BEND","46574",6,0.0105448154657293,2440,0.312940874695396,9436,8885,0,393,73,85,569,5.83933870284019,94.1606612971598,0,4.16490038151759,0.773632895294616,0.900805426027978,"WHITE",7797
"HOUSTON","77008",67,0.0100751879699248,22101,0.743515559293524,34895,22340,1062,8997,1912,584,6650,35.9793666714429,64.0206333285571,3.04341596217223,25.7830634761427,5.47929502794097,1.67359220518699,"WHITE",29725
"DALLAS","75082",21,0.00992438563327032,14161,0.729722766154797,23483,13481,1763,1589,5986,664,2116,42.592513733339,57.407486266661,7.50755865945578,6.76659711280501,25.4907805646638,2.82757739641443,"WHITE",19406
"PHOENIX","85337",4,0.00982800982800983,932,0.49104320337197,2626,527,94,1453,7,545,407,79.9314546839299,20.0685453160701,3.57958872810358,55.3313023610053,0.266565118050267,20.7539984767708,"HISPANIC",1898
"FORTWORTH","76248",25,0.00932835820895522,18144,0.586804657179819,39665,31009,867,4088,2532,1169,2680,21.8227656624228,78.1772343375772,2.18580612630783,10.306315391403,6.38346148997857,2.94718265473339,"WHITE",30920
"DALLAS","75230",47,0.00911913077221575,14514,0.610910009260039,27489,20559,2266,3031,1127,506,5154,25.2100840336134,74.7899159663866,8.24329731892757,11.0262286732875,4.09982174688057,1.84073629451781,"WHITE",23758
"AUSTIN","78753",118,0.0089083496904726,17867,0.37561754998213,60426,11704,7069,35264,4304,2085,13246,80.6308542680303,19.3691457319697,11.69860656009,58.3589845430775,7.12276172508523,3.45050143977758,"HISPANIC",47567
"HOUSTON","77007",87,0.0088083426141541,24349,0.677414867571778,40080,24245,2623,8021,3833,1358,9877,39.5084830339321,60.4915169660679,6.54441117764471,20.0124750499002,9.56337325349301,3.38822355289421,"WHITE",35944
"AUSTIN","78732",11,0.00869565217391304,8801,0.65910282333558,17780,12839,107,2592,1925,317,1265,27.7896512935883,72.2103487064117,0.601799775028121,14.578177727784,10.8267716535433,1.78290213723285,"WHITE",13353
"DALLAS","75019",41,0.00817873528825055,23579,0.698989120445854,42888,23393,1956,5619,10556,1364,5013,45.4556052975191,54.5443947024809,4.56071628427532,13.1015668718523,24.6129453460175,3.180376795374,"WHITE",33733
