"xsite","zip","eviction_count","evict_pct","fully_vaccinated","vax_pct","pop_2019","white_2019","black_2019","hisp_2019","asian_2019","other_2019","renter_hh_2019","nonwhite_pct","white_pct","black_pct","hisp_pct","asian_pct","other_pct","majority_race","over_15_pop"
"HOUSTON","77520",386,0.0752436647173489,9847,0.365706009061873,35350,10497,4457,19342,258,796,5130,70.3055162659123,29.6944837340877,12.6082036775106,54.7157001414427,0.72984441301273,2.25176803394625,"HISPANIC",26926
"PHOENIX","85379",270,0.0749375520399667,17487,0.481655924640555,47663,30195,3518,10483,1600,1867,3603,36.6489729979229,63.3510270020771,7.38098734867717,21.993999538426,3.35690157984181,3.91708453097791,"WHITE",36306
"PHOENIX","85087",24,0.0747663551401869,3459,0.517427075542259,7991,6993,54,492,283,169,321,12.4890501814541,87.5109498185459,0.675760230259041,6.15692654236016,3.5414841696909,2.11487923914404,"WHITE",6685
"PHOENIX","85006",428,0.0747598253275109,8966,0.422466192338501,27206,6901,1143,17668,296,1198,5725,74.6342718517974,25.3657281482026,4.20127912960376,64.9415570094832,1.08799529515548,4.40344041755495,"HISPANIC",21223
"HOUSTON","77338",494,0.0744648779017184,12330,0.378778569673138,43558,7384,15868,17948,1194,1164,6634,83.0478901694293,16.9521098305707,36.4295881353598,41.2048303411543,2.74117268928785,2.67229900362735,"NO MAJORITY",32552
"DALLAS","75215",341,0.0742272529386156,4435,0.311446629213483,17818,1757,12133,3749,36,143,4594,90.1391850937254,9.86081490627455,68.094062184308,21.040520821641,0.202042877988551,0.802559209787855,"BLACK",14240
"FORTWORTH","76132",644,0.0737348294023357,10710,0.483128834355828,27243,15078,4663,5311,1491,700,8734,44.6536725030283,55.3463274969717,17.1163234592372,19.4949161252432,5.47296553243035,2.56946738611753,"WHITE",22168
"HOUSTON","77069",265,0.0729625550660793,7705,0.493720363962579,19345,10137,4483,2961,838,926,3632,47.5988627552339,52.4011372447661,23.1739467562678,15.3062806926854,4.33186869992246,4.78676660635823,"WHITE",15606
"PHOENIX","85048",297,0.0727406318883174,18369,0.635341726618705,35765,23382,1934,5297,2578,2574,4083,34.6232350062911,65.3767649937089,5.40752131972599,14.8105689920313,7.20816440654271,7.19698028799105,"WHITE",28912
"HOUSTON","77379",426,0.0727210652099693,33541,0.528104925053533,81368,47191,7560,15611,9145,1861,5858,42.0029987218563,57.9970012781437,9.29112181693049,19.1856749582145,11.2390620391309,2.28713990758038,"WHITE",63512
"INDIANAPOLIS","46228",90,0.0719424460431655,7521,0.584745762711864,16430,6125,7375,973,955,1002,1251,62.7206329884358,37.2793670115642,44.8874010955569,5.92209373097991,5.81253804017042,6.09860012172854,"NO MAJORITY",12862
"HOUSTON","77089",395,0.0719097032586929,24649,0.56187740773667,54751,9839,8610,26904,8450,948,5493,82.0295519716535,17.9704480283465,15.7257401691293,49.1388285145477,15.4335080637797,1.73147522419682,"NO MAJORITY",43869
"FORTWORTH","76227",171,0.0716981132075472,15756,0.628129484930633,34036,23931,4244,4293,347,1221,2385,29.6891526618874,70.3108473381126,12.469150311435,12.6131155247385,1.01950875543542,3.58737807027853,"WHITE",25084
"PHOENIX","85388",138,0.0716883116883117,11270,0.500888888888889,30817,20338,2373,6096,1102,908,1925,34.0039588538794,65.9960411461206,7.70029529155985,19.7812895479768,3.57594834020184,2.9464256741409,"WHITE",22500
"PHOENIX","85207",280,0.071483278018892,22437,0.549213032090667,49863,37818,1267,8916,684,1178,3917,24.1561879549967,75.8438120450033,2.54096223652809,17.88099392335,1.37175861861501,2.36247317650362,"WHITE",40853
"SOUTH BEND","46536",19,0.0711610486891386,1063,0.410741885625966,3209,3018,5,23,78,85,267,5.95200997195388,94.0479900280461,0.15581177937052,0.716734185104394,2.43066375818012,2.64880024929885,"WHITE",2588
"PHOENIX","85212",147,0.070877531340405,19990,0.727835426906973,37204,26745,1459,6036,1614,1350,2074,28.1125685410171,71.8874314589829,3.92162133103967,16.2240619288249,4.33824319965595,3.62864208149661,"WHITE",27465
"DALLAS","75253",158,0.0704413731609452,4789,0.28990859010836,23900,4761,2807,16083,0,249,2243,80.0794979079498,19.9205020920502,11.744769874477,67.2928870292887,0,1.0418410041841,"HISPANIC",16519
"FORTWORTH","76247",47,0.070254110612855,5716,0.549140167163032,13601,10552,357,2134,40,518,669,22.4174693037277,77.5825306962723,2.62480699948533,15.6900227924417,0.294096022351298,3.8085434894493,"WHITE",10409
"FORTWORTH","76036",157,0.070183281180152,10304,0.48695652173913,27056,14520,5247,5879,842,568,2237,46.3335304553519,53.6664695446481,19.3931105854524,21.7290065050266,3.112063867534,2.09934949733885,"WHITE",21160
"SOUTH BEND","46601",118,0.0698638247483718,2054,0.446618830180474,5714,2569,2420,423,27,275,1689,55.0402520126006,44.9597479873994,42.3521176058803,7.40287014350718,0.472523626181309,4.81274063703185,"NO MAJORITY",4599
"PHOENIX","85018",561,0.0696807849956527,20362,0.64809981539245,38473,25946,1409,8284,1232,1602,8051,32.5604969719024,67.4395030280976,3.66230863202766,21.5319834689263,3.20224573077223,4.16395914017623,"WHITE",31418
"DALLAS","75224",421,0.0696789142667991,9461,0.345418035779482,37592,2925,10031,24102,356,178,6042,92.2190891679081,7.78091083209193,26.6838689082784,64.1147052564375,0.947010002128112,0.473505001064056,"HISPANIC",27390
"DALLAS","75241",336,0.069493278179938,7972,0.328471363823651,31562,813,23110,6962,19,658,4835,97.4241176097839,2.57588239021608,73.2209619162284,22.058171218554,0.0601989734490843,2.0847855015525,"BLACK",24270
"FORTWORTH","76116",927,0.0685803062809795,16480,0.404119666503188,50506,25810,8763,12625,1221,2087,13517,48.8971607333782,51.1028392666218,17.3504138122203,24.997030055835,2.41753455035045,4.13218231497248,"WHITE",40780
"DALLAS","75243",1474,0.0685708969110532,17822,0.335542418194826,68308,16445,30457,14880,4526,2000,21496,75.9252210575628,24.0747789424372,44.5877496047315,21.7836856590736,6.62587105463489,2.9279147391228,"NO MAJORITY",53114
"PHOENIX","85284",92,0.0685033507073716,12146,0.723449877896242,19909,14209,507,2597,1633,963,1343,28.6302677181174,71.3697322818826,2.54658697071676,13.0443518006932,8.20232055854136,4.83700838816616,"WHITE",16789
"HOUSTON","77503",244,0.0684431977559607,7153,0.398895828686148,24808,6650,730,17108,49,271,3565,73.1941309255079,26.8058690744921,2.94259916156079,68.961625282167,0.197516930022573,1.0923895517575,"HISPANIC",17932
"HOUSTON","77050",22,0.0674846625766871,1231,0.338372732270478,4741,104,1871,2766,0,0,326,97.8063699641426,2.19363003585741,39.4642480489348,58.3421219152078,0,0,"HISPANIC",3638
"FORTWORTH","76135",163,0.0674668874172185,6198,0.360705348309376,21973,13261,1166,6646,511,389,2416,39.6486597187457,60.3513402812543,5.30651253811496,30.2462112592727,2.32558139534884,1.77035452600919,"WHITE",17183
"HOUSTON","77021",442,0.0673267326732673,8714,0.403313894288624,26214,2874,18502,3744,916,178,6565,89.0363927672236,10.9636072327764,70.5806057831693,14.2824444953078,3.49431601434348,0.679026474402991,"BLACK",21606
"FORTWORTH","76133",469,0.0670383076043453,17738,0.435384502098623,51505,19291,11374,18673,1184,983,6996,62.5453839433065,37.4546160566935,22.083292884186,36.2547325502378,2.29880594117076,1.90855256771187,"NO MAJORITY",40741
"SOUTH BEND","46619",156,0.0668953687821612,6712,0.415449368655608,21471,7914,5146,7609,97,705,2332,63.1409808579014,36.8590191420986,23.967211587723,35.4384984397559,0.451772157794234,3.2834986726282,"NO MAJORITY",16156
"PHOENIX","85054",177,0.0666415662650602,4930,0.682825484764543,7785,6424,227,477,420,237,2656,17.4823378291586,82.5176621708414,2.91586384071933,6.1271676300578,5.39499036608863,3.04431599229287,"WHITE",7220
"PHOENIX","85298",57,0.066588785046729,19350,0.806653326663332,31593,23891,947,3819,2197,739,856,24.3788180926155,75.6211819073846,2.99749944607983,12.0881207862501,6.95407210458013,2.33912575570538,"WHITE",23988
"DALLAS","75159",93,0.0664760543245175,5141,0.32816290054896,20098,8731,2844,8107,84,332,1399,56.5578664543736,43.4421335456264,14.1506617573888,40.3373469997015,0.417952035028361,1.65190566225495,"NO MAJORITY",15666
"FORTWORTH","76108",331,0.0663725686785643,14539,0.431795907457456,43169,28358,2658,10213,935,1005,4987,34.3093423521508,65.6906576478492,6.15719613611619,23.6581806388844,2.1659060900183,2.32805948713197,"WHITE",33671
"HOUSTON","77077",1167,0.0661377160668745,26391,0.541398268575883,59588,23730,12576,13628,7667,1987,17645,60.1765456132107,39.8234543867893,21.1049204537826,22.8703765858898,12.8666845673626,3.33456400617574,"NO MAJORITY",48746
"PHOENIX","85396",58,0.0661345496009122,15597,0.975422138836773,20905,14477,760,5041,274,353,877,30.7486247309256,69.2513752690744,3.63549390098063,24.113848361636,1.31069122219565,1.68859124611337,"WHITE",15990
"PHOENIX","85326",308,0.0658682634730539,23189,0.47822231387915,63317,26699,4731,28163,1277,2447,4676,57.8328095140326,42.1671904859674,7.4719269706398,44.4793657311622,2.01683592084274,3.86468089138778,"NO MAJORITY",48490
"HOUSTON","77078",120,0.0658616904500549,3797,0.326314884840151,15663,677,8459,6412,0,115,1822,95.6777118048905,4.32228819510949,54.0062567835025,40.9372406307859,0,0.734214390602056,"BLACK",11636
"HOUSTON","77082",954,0.0658521433008905,20209,0.451910820903866,55056,10333,20254,15032,8028,1409,14487,81.2318366753851,18.7681633246149,36.7879976750944,27.3031095611741,14.5815170008718,2.5592124382447,"NO MAJORITY",44719
"FORTWORTH","75054",29,0.0654627539503386,6476,0.74754703913194,11927,3508,4009,2361,1388,661,443,70.5877420977614,29.4122579022386,33.6128112685503,19.7954221514211,11.6374612224365,5.5420474553534,"NO MAJORITY",8663
"INDIANAPOLIS","46256",198,0.0650246305418719,12094,0.597913679735008,23837,18657,2880,1124,665,511,3045,21.7309225154172,78.2690774845828,12.082057305869,4.71535847631833,2.78978059319545,2.1437261400344,"WHITE",20227
"AUSTIN","78719",5,0.0649350649350649,631,0.431010928961749,1709,179,66,1421,0,43,77,89.5260386190755,10.4739613809245,3.86190754827384,83.1480397893505,0,2.51609128145114,"HISPANIC",1464
"HOUSTON","77042",924,0.0648785282965876,13839,0.408519305703153,41734,14440,13415,9747,3010,1122,14242,65.3999137393971,34.6000862606029,32.1440552067858,23.3550582259069,7.21234485072123,2.68845545598313,"NO MAJORITY",33876
"PHOENIX","85255",268,0.0646250301422715,31088,0.833860844375302,43956,37764,445,2040,2747,960,4147,14.0868140868141,85.9131859131859,1.01237601237601,4.64100464100464,6.24943124943125,2.18400218400218,"WHITE",37282
"PHOENIX","85028",87,0.0644444444444444,12344,0.755400526283581,19334,15589,294,2168,299,984,1350,19.3700217233888,80.6299782766111,1.52063721940623,11.2134064342609,1.54649839660701,5.08947967311472,"WHITE",16341
"HOUSTON","77002",250,0.0644163875289874,8683,0.560374314294934,15613,5432,5960,3261,521,439,3881,65.2084801127266,34.7915198872734,38.1733171075386,20.886440786524,3.33696278742074,2.81175943124319,"NO MAJORITY",15495
"INDIANAPOLIS","46220",413,0.0643201993458963,21182,0.688442537701508,36585,29242,4283,1323,574,1163,6421,20.0710673773404,79.9289326226596,11.706983736504,3.61623616236162,1.56894902282356,3.17889845565122,"WHITE",30768
"FORTWORTH","76010",742,0.0637566592197972,12734,0.291395881006865,60097,10129,9110,36985,2241,1632,11638,83.1455813102151,16.8544186897848,15.158826563722,61.5421734861973,3.72897149608134,2.71560976421452,"HISPANIC",43700
"HOUSTON","77095",384,0.0635130664902415,27711,0.491818117279568,70692,31901,10052,17848,9058,1833,6046,54.873252984779,45.126747015221,14.2194307701013,25.2475527641034,12.8133310699938,2.59293838058055,"NO MAJORITY",56344
"DALLAS","75182",4,0.0634920634920635,3570,0.709600477042338,6325,3242,491,783,1501,308,63,48.7430830039526,51.2569169960474,7.76284584980237,12.3794466403162,23.7312252964427,4.8695652173913,"WHITE",5031
"SOUTH BEND","46544",259,0.0634337496938526,11610,0.451013907233315,31988,27291,1601,1609,273,1214,4083,14.6836313617607,85.3163686382393,5.00500187570339,5.03001125422033,0.853445041890709,3.79517318994623,"WHITE",25742
"HOUSTON","77067",393,0.0632036024445159,7845,0.305288555084251,35227,1375,12151,18809,2046,846,6218,96.0967439747921,3.90325602520794,34.4934283362194,53.3937036931899,5.80804496550941,2.40156697987339,"HISPANIC",25697
"HOUSTON","77066",209,0.063199274266707,12278,0.437671550279827,35676,6495,8253,15718,4361,849,3307,81.7944836865119,18.2055163134881,23.1331987891019,44.0576297791232,12.2239040251149,2.37975109317188,"NO MAJORITY",28053
"PHOENIX","85014",531,0.0630491569698409,12685,0.550301505357685,27623,14860,1236,8417,927,2183,8422,46.2042500814539,53.7957499185461,4.4745320928212,30.470984324657,3.3558990696159,7.90283459435977,"WHITE",23051
"FORTWORTH","75065",71,0.0629991126885537,4680,0.457701711491443,12640,8370,522,2998,417,333,1127,33.7816455696203,66.2183544303797,4.12974683544304,23.7183544303797,3.29905063291139,2.63449367088608,"WHITE",10225
"HOUSTON","77051",248,0.0629761300152362,4830,0.360555389668558,17221,421,13299,2988,191,322,3938,97.5553103768654,2.44468962313454,77.2254805179722,17.3509087741711,1.10911096916555,1.86981011555659,"BLACK",13396
"HOUSTON","77014",418,0.0627910470181764,9673,0.342783231156313,37488,1828,16623,14623,3561,853,6657,95.1237729406743,4.87622705932565,44.3421895006402,39.0071489543321,9.49903969270166,2.27539479300043,"NO MAJORITY",28219
"PHOENIX","85308",440,0.0625978090766823,30472,0.542660231866508,66706,49136,1583,9629,3584,2774,7029,26.3394597187659,73.6605402812341,2.37309987107607,14.4349833598177,5.37283003028213,4.15854645759002,"WHITE",56153
"PHOENIX","85304",178,0.0624561403508772,11291,0.494460258375301,28113,18361,1365,5740,1753,894,2850,34.6885782378259,65.3114217621741,4.85540497278839,20.4176003983922,6.23554938996194,3.18002347668339,"WHITE",22835
"FORTWORTH","76117",272,0.0623567171022467,8371,0.349053456759236,31068,11065,1565,14846,3020,572,4362,64.3845757692803,35.6154242307197,5.03733745332818,47.7855027681215,9.72061284923394,1.84112269859663,"NO MAJORITY",23982
"PHOENIX","85234",285,0.0622678610443522,21676,0.572077065188704,49056,34732,1359,8950,1904,2111,4577,29.1992824527071,70.8007175472929,2.77030332681018,18.2444553163731,3.88127853881279,4.30324527071102,"WHITE",37890
"INDIANAPOLIS","46217",193,0.0612503966994605,13381,0.486705706907213,36843,27134,2384,2159,4363,803,3151,26.3523600141139,73.6476399858861,6.47069999728578,5.86000054284396,11.8421409765763,2.17951849740792,"WHITE",27493
"PHOENIX","85339",223,0.0612469101895084,17772,0.507553905469085,47958,12863,8608,19514,2445,4528,3641,73.1786146211268,26.8213853788732,17.9490387422328,40.6897702156053,5.09821093456775,9.44159472872096,"NO MAJORITY",35015
"DALLAS","75227",480,0.0611464968152866,15574,0.363394544648482,59924,4828,16935,37527,159,475,7850,91.9431279620853,8.05687203791469,28.2607970095454,62.6243241439156,0.265336092383686,0.792670716240571,"HISPANIC",42857
"HOUSTON","77096",398,0.0609494640122511,14709,0.574929643527205,32682,14296,6865,7463,3206,852,6530,56.2572669971238,43.7427330028762,21.0054464231075,22.8351998041736,9.80968117006303,2.60693959977969,"NO MAJORITY",25584
"PHOENIX","85215",80,0.0608365019011407,9375,0.64124487004104,16471,13793,291,1650,257,480,1315,16.2588792423047,83.7411207576953,1.76674154574707,10.0176067026896,1.56031813490377,2.91421285896424,"WHITE",14620
"FORTWORTH","76207",114,0.0604453870625663,7687,0.641331553479059,14588,9195,820,3677,338,558,1886,36.9687414313134,63.0312585686866,5.62105840416781,25.2056484782013,2.31697285440088,3.82506169454346,"WHITE",11986
"HOUSTON","77521",455,0.0602250165453342,17391,0.382202980088787,60164,20129,11943,25329,1438,1325,7555,66.5431154843428,33.4568845156572,19.8507413070939,42.0999268665647,2.39013363473173,2.2023136759524,"NO MAJORITY",45502
"FORTWORTH","76140",178,0.0602165087956698,8352,0.35655737704918,30723,7698,8815,13158,434,618,2956,74.9438531393419,25.0561468606581,28.6918595189272,42.8278488428864,1.41262246525404,2.01152231227419,"NO MAJORITY",23424
"DALLAS","75150",675,0.0596553247901016,17744,0.383090807029664,60671,16598,13225,27448,1881,1519,11315,72.6426134396994,27.3573865603006,21.7978935570536,45.2407245636301,3.10032799854955,2.50366732046612,"NO MAJORITY",46318
"PHOENIX","85286",293,0.0594079480940795,24941,0.732288088317332,44885,25982,2382,8382,7076,1063,4932,42.1142920797594,57.8857079202406,5.3068953993539,18.6743901080539,15.7647320931269,2.36827447922469,"WHITE",34059
"PHOENIX","85335",226,0.0591313448456306,11057,0.423997239052075,35333,14251,2806,16665,570,1041,3822,59.6666006283078,40.3333993716922,7.94158435456938,47.1655392975405,1.61322276625251,2.94625420994538,"NO MAJORITY",26078
"DALLAS","75116",170,0.0590893291623219,5946,0.396849763064807,19867,4553,5164,9652,255,243,2877,77.0825992852469,22.9174007147531,25.9928524689183,48.5830774651432,1.28353551114914,1.22313384003624,"NO MAJORITY",14983
"HOUSTON","77375",300,0.0588812561334642,22561,0.530422720647012,55759,28667,6707,16327,2653,1405,5095,48.5876719453362,51.4123280546638,12.0285514446098,29.281371617138,4.75797629082301,2.51977259276529,"WHITE",42534
"HOUSTON","77088",389,0.058761329305136,15806,0.369826154098131,55734,2886,21059,28858,2311,620,6620,94.8218322747336,5.17816772526644,37.7848351096279,51.7780887788424,4.14648150141745,1.11242688484588,"HISPANIC",42739
"DALLAS","75232",271,0.0585692673438513,9028,0.363738920225624,31453,2190,17748,11270,12,233,4627,93.0372301529266,6.96276984707341,56.4270498839538,35.8312402632499,0.0381521635456077,0.740787842177217,"BLACK",24820
"INDIANAPOLIS","46240",317,0.0582399412088922,10869,0.622651237396884,19785,15451,2267,490,1160,417,5443,21.9054839524893,78.0945160475107,11.458175385393,2.47662370482689,5.8630275461208,2.1076573161486,"WHITE",17456
"HOUSTON","77049",201,0.0581597222222222,11417,0.429339651022864,36434,3750,7701,23257,1096,630,3456,89.7074161497502,10.2925838502498,21.1368501948729,63.8332326947357,3.00817917329967,1.72915408684196,"HISPANIC",26592
"HOUSTON","77054",643,0.0576164874551971,11270,0.531854648419066,23267,6470,8165,1906,5742,984,11160,72.1923754674002,27.8076245325998,35.0926204495638,8.19185971547686,24.6787295310955,4.22916577126402,"NO MAJORITY",21190
"FORTWORTH","76011",450,0.0575447570332481,6502,0.362349531876951,22622,6033,6514,8893,548,634,7820,73.3312704446999,26.6687295553002,28.7949783396693,39.3112898947927,2.4224206524622,2.80258155777562,"NO MAJORITY",17944
"HOUSTON","77532",127,0.0574400723654455,8431,0.346157004434226,29963,17185,3649,7992,372,765,2211,42.645929980309,57.354070019691,12.1783533024063,26.6728965724393,1.24153122184027,2.55314888362314,"WHITE",24356
"HOUSTON","77084",788,0.0571926259253883,37860,0.45817600929422,107673,28735,15790,48201,11491,3456,13778,73.3127153511094,26.6872846488906,14.6647720412731,44.7660973503107,10.6721276457422,3.2097183137834,"NO MAJORITY",82632
"DALLAS","75238",359,0.0568487727632621,11799,0.475306155333548,33049,16864,5094,8585,2019,487,6315,48.9727374504524,51.0272625495476,15.4134769584556,25.9765802293564,6.10911071439378,1.47356954824654,"WHITE",24824
"DALLAS","75180",147,0.0568445475638051,5986,0.348529839883552,23941,4767,5187,13712,247,28,2586,80.0885510212606,19.9114489787394,21.6657616640909,57.274132241761,1.03170293638528,0.116954179023433,"HISPANIC",17175
"HOUSTON","77031",205,0.0565829423130003,5271,0.369894736842105,18058,3215,4585,9129,986,143,3623,82.1962565068114,17.8037434931886,25.3904086831321,50.5537711817477,5.46018385203234,0.791892789899214,"HISPANIC",14250
"HOUSTON","77047",187,0.0563932448733414,10684,0.430962849421161,32616,1961,21198,8321,595,541,3316,93.9876134412558,6.01238655874417,64.9926416482708,25.5120186411577,1.8242580328673,1.65869511896002,"BLACK",24791
"HOUSTON","77058",307,0.0562374061183367,7132,0.519749307681096,16120,9177,1232,3626,1343,742,5459,43.0707196029777,56.9292803970223,7.64267990074442,22.4937965260546,8.33126550868486,4.6029776674938,"WHITE",13722
"HOUSTON","77063",816,0.0561249054267831,13451,0.416633111352021,39249,13457,7640,12928,4262,962,14539,65.713776147163,34.286223852837,19.465464088257,32.9384188132182,10.8588753853601,2.45101786032765,"NO MAJORITY",32285
"FORTWORTH","75050",460,0.0559678793040516,11138,0.334816328984549,43174,9717,7148,24640,1008,661,8219,77.4933988048362,22.5066011951638,16.5562607124658,57.0713855561217,2.33473850002316,1.53101403622551,"HISPANIC",33266
"FORTWORTH","75056",465,0.0558022320892836,28744,0.593651252607447,60554,32797,4991,12733,8152,1881,8333,45.838425207253,54.161574792747,8.24223007563497,21.027512633352,13.4623641708227,3.10631832744327,"WHITE",48419
"INDIANAPOLIS","46216",55,0.0557244174265451,1245,0.598845598845599,2324,1339,724,122,12,127,987,42.3838209982788,57.6161790017212,31.1531841652324,5.24956970740103,0.516351118760757,5.46471600688468,"WHITE",2079
"HOUSTON","77015",471,0.0554443790464979,16213,0.388856909867127,56477,6632,9550,38879,1027,389,8495,88.2571666342051,11.7428333657949,16.9095383961613,68.8404129114507,1.81843936469713,0.688775961895993,"HISPANIC",41694
"DALLAS","75141",24,0.0554272517321016,1029,0.223016905071521,5782,1329,1905,2321,14,213,433,77.0148737461086,22.9851262538914,32.9470771359391,40.1418194396403,0.242130750605327,3.6838464199239,"NO MAJORITY",4614
"HOUSTON","77045",203,0.0549242424242424,11810,0.421274167082828,36532,976,17468,17750,228,110,3696,97.3283696485273,2.67163035147268,47.8156137085295,48.5875396912296,0.624110368991569,0.301105879776634,"NO MAJORITY",28034
"PHOENIX","85016",498,0.0549123387363546,19738,0.643539499853282,35930,20592,1606,11550,942,1240,9069,42.6885610910103,57.3114389089897,4.469802393543,32.1458391316449,2.62176454216532,3.45115502365711,"WHITE",30671
"DALLAS","75043",473,0.0547897602224024,20894,0.438433775390297,62601,21514,14970,19463,4691,1963,8633,65.633136850849,34.366863149151,23.913356016677,31.0905576588233,7.49349051932078,3.13573265602786,"NO MAJORITY",47656
"PHOENIX","85383",90,0.0544794188861985,32067,0.755477547943269,55327,42415,1265,6401,2886,2360,1652,23.3376109313717,76.6623890686283,2.28640627541707,11.5693964971894,5.21625969237443,4.26554846639073,"WHITE",42446
"HOUSTON","77433",236,0.0543403177527055,41014,0.63625081443331,90657,38204,14583,25448,10339,2083,4343,57.8587422923768,42.1412577076232,16.0859062179424,28.0706398843994,11.4045247471238,2.29767144291119,"NO MAJORITY",64462
"FORTWORTH","76119",390,0.0542420027816412,11204,0.295737099115745,52070,5056,22545,21375,2193,901,7190,90.2899942385251,9.71000576147494,43.2974841559439,41.0505089302862,4.21163817937392,1.73036297292107,"NO MAJORITY",37885
"FORTWORTH","76123",139,0.0541699142634451,13854,0.506841296553743,36245,10187,13862,8396,2513,1287,2566,71.8940543523245,28.1059456476755,38.2452752103738,23.1645744240585,6.93337012001655,3.55083459787557,"NO MAJORITY",27334
"HOUSTON","77449",594,0.0540245566166439,41923,0.444579948673355,128294,31274,27047,60433,6563,2977,10995,75.6231780130014,24.3768219869986,21.0820459257643,47.1050867538622,5.11559387032909,2.32045146304582,"NO MAJORITY",94298
"DALLAS","75244",158,0.053686714237173,6827,0.606844444444444,13254,7819,876,2737,1036,786,2943,41.0064886072129,58.9935113927871,6.60932548664554,20.6503696997133,7.8165082239324,5.93028519692168,"WHITE",11250
"PHOENIX","85233",216,0.0535980148883375,18711,0.65043278756909,35640,23415,1078,6741,2571,1835,4030,34.3013468013468,65.6986531986532,3.02469135802469,18.9141414141414,7.21380471380471,5.14870931537598,"WHITE",28767
"PHOENIX","85382",246,0.0534317984361425,20828,0.652158937909008,38890,31026,735,3978,2001,1150,4604,20.221136538956,79.778863461044,1.88994600154281,10.2288506042684,5.1452815633839,2.95705836976086,"WHITE",31937
"FORTWORTH","76177",94,0.0534090909090909,7551,0.866238384765401,11695,7578,1204,1535,745,633,1760,35.2030782385635,64.7969217614365,10.2949978623343,13.1252672082086,6.37024369388628,5.41256947413425,"WHITE",8717
"PHOENIX","85248",182,0.0529531568228106,25674,0.830551242236025,35040,25581,893,3093,3958,1515,3437,26.9948630136986,73.0051369863014,2.54851598173516,8.82705479452055,11.2956621004566,4.3236301369863,"WHITE",30912
"FORTWORTH","76105",158,0.0528958821560094,5369,0.334976291489893,22179,1115,7432,13330,131,171,2987,94.9727219441814,5.02727805581857,33.5091753460481,60.1018981919834,0.590648811939222,0.77099959421074,"HISPANIC",16028
"HOUSTON","77429",241,0.0526891123742895,33881,0.511828509275485,88628,51813,8760,18071,7762,2222,4574,41.5387913526199,58.4612086473801,9.88400956808232,20.3897188247506,8.75795459674144,2.50710836304554,"WHITE",66196
"FORTWORTH","76022",136,0.0526723470178156,4949,0.451963470319635,13495,8111,1764,2490,603,527,2582,39.8962578732864,60.1037421267136,13.0715079659133,18.4512782512042,4.46832160059281,3.90515005557614,"WHITE",10950
"PHOENIX","85045",11,0.0526315789473684,6429,1.08250547230173,7008,5436,136,526,722,188,209,22.4315068493151,77.5684931506849,1.94063926940639,7.50570776255708,10.3025114155251,2.68264840182648,"WHITE",5939
"HOUSTON","77004",468,0.0525016827462419,12901,0.387603653407042,37294,10383,17398,4996,3427,1090,8914,72.1590604386765,27.8409395613235,46.6509358073685,13.3962567705261,9.18914570708425,2.92272215369765,"NO MAJORITY",33284
"PHOENIX","85012",91,0.0522688110281447,5954,0.918827160493827,7492,5307,217,1251,305,412,1741,29.164442071543,70.835557928457,2.89642285104111,16.6978109983983,4.0710090763481,5.49919914575547,"WHITE",6480
"INDIANAPOLIS","46236",82,0.0522292993630573,13353,0.580262471753868,28705,20221,4717,1900,382,1485,1570,29.5558265110608,70.4441734889392,16.4326772339314,6.6190559136039,1.33077860999826,5.17331475352726,"WHITE",23012
"FORTWORTH","76013",328,0.0521877486077963,12855,0.461149375807146,34203,21142,4693,5276,1971,1121,6285,38.1867087682367,61.8132912317633,13.7210186240973,15.4255474665965,5.76265239891238,3.27749027863053,"WHITE",27876
"FORTWORTH","76002",77,0.0521680216802168,12925,0.467247487528017,36460,9197,14324,8627,3309,1003,1476,74.7750959956116,25.2249040043884,39.2868897421832,23.6615469007131,9.07569939659901,2.75095995611629,"NO MAJORITY",27662
"FORTWORTH","76249",31,0.0518394648829431,2893,0.428592592592593,8317,6617,103,1337,55,205,598,20.4400625225442,79.5599374774558,1.23842731754238,16.0755079956715,0.661296140435253,2.46483106889503,"WHITE",6750
"HOUSTON","77017",247,0.051170499274912,10385,0.403222675208697,32985,2258,1104,28396,1021,206,4827,93.1544641503714,6.84553584962862,3.34697589813552,86.0876155828407,3.09534636956192,0.624526299833257,"HISPANIC",25755
"FORTWORTH","76134",163,0.0510971786833856,8022,0.402064955894146,26151,5556,8468,10974,549,604,3190,78.7541585407824,21.2458414592176,32.3811708921265,41.9639784329471,2.09934610531146,2.30966311039731,"NO MAJORITY",19952
"HOUSTON","77388",218,0.0509226816164448,18492,0.464273160933969,50701,26739,5829,12078,4330,1725,4281,47.2613952387527,52.7386047612473,11.496814658488,23.822015344865,8.54026547799846,3.40229975740123,"WHITE",39830
"PHOENIX","85354",27,0.0508474576271186,1831,0.290681060485791,7719,4951,47,2427,14,280,531,35.8595673014639,64.1404326985361,0.608887161549423,31.441896618733,0.181370643865786,3.62741287731571,"WHITE",6299
"PHOENIX","85295",272,0.0506706408345753,21199,0.594308943089431,47791,32935,2015,7821,2422,2598,5368,31.0853507982675,68.9146492017325,4.21627503086355,16.3650059634659,5.06789981377247,5.43616999016551,"WHITE",35670
"FORTWORTH","76109",226,0.0506385839121667,12109,0.621675736728617,23220,17777,1080,2532,1066,765,4463,23.4409991386736,76.5590008613264,4.65116279069767,10.9043927648579,4.59086993970715,3.29457364341085,"WHITE",19478
